pclass,survived,sex,age,fare,embarked
3,0,1,40,31.39,S
3,1,1,23,7.8,S
3,1,0,38,31.39,S
3,1,0,45,7.22,C
3,0,1,21,7.22,C
3,0,1,23,7.05,S
3,0,0,17,14.46,C
3,0,1,30,7.22,C
3,0,1,23,7.85,S
3,1,0,13,7.23,C
3,0,1,20,7.22,C
3,0,1,32,15.85,S
3,1,0,33,15.85,S
3,1,0,1,19.26,C
3,1,0,1,19.26,C
3,1,0,5,19.26,C
3,1,0,24,19.26,C
3,1,0,18,8.05,S
3,0,1,40,7.22,C
3,0,1,26,7.9,S
3,1,1,20,7.23,C
3,0,0,18,14.45,C
3,0,0,45,14.45,C
3,0,0,27,7.88,Q
3,0,1,22,8.05,S
3,0,1,19,8.05,S
3,0,1,26,7.78,S
3,0,1,22,9.35,S
3,0,1,30,7.23,C
3,0,1,20,4.01,C
3,1,1,32,56.5,S
3,0,1,21,7.78,S
3,0,1,18,7.75,S
3,0,1,26,7.9,S
3,0,1,6,15.25,C
3,0,0,9,15.25,C
3,0,1,30,7.22,C
3,0,0,30,15.25,C
3,0,0,30,7.75,Q
3,0,1,40,15.5,Q
3,0,0,32,15.5,Q
3,0,1,21,16.1,S
3,1,0,22,7.72,Q
3,0,0,20,7.85,S
3,0,1,29,7.05,S
3,0,1,22,7.25,S
3,0,1,22,7.8,S
3,0,1,35,8.05,S
3,0,0,18,7.28,Q
3,1,1,21,7.82,Q
3,0,1,19,6.75,Q
3,0,0,18,7.88,Q
3,0,0,21,8.66,S
3,0,0,30,8.66,S
3,0,1,18,8.66,S
3,0,1,38,8.66,S
3,0,1,17,8.66,S
3,0,1,17,8.66,S
3,0,0,21,7.75,Q
3,0,1,21,7.75,Q
3,0,1,21,8.05,S
3,0,1,30,14.46,C
3,0,0,30,14.46,C
3,0,1,28,7.8,S
3,0,1,24,7.85,S
3,1,0,16,7.75,Q
3,0,0,37,7.75,Q
3,0,1,28,7.25,S
3,0,1,24,8.05,S
3,0,1,21,7.73,Q
3,1,1,32,56.5,S
3,0,1,29,8.05,S
3,0,1,26,14.45,C
3,0,1,18,14.45,C
3,0,1,20,7.05,S
3,1,1,18,8.05,S
3,0,1,24,7.25,Q
3,0,1,36,7.5,S
3,0,1,24,7.5,S
3,0,1,31,7.73,Q
3,0,1,31,7.75,Q
3,1,0,22,7.75,Q
3,0,0,30,7.63,Q
3,0,1,70,7.75,Q
3,0,1,43,8.05,S
3,0,1,35,7.9,S
3,0,1,27,7.9,S
3,0,1,19,7.9,S
3,0,1,30,8.05,S
3,1,1,9,15.9,S
3,1,1,3,15.9,S
3,1,0,36,15.9,S
3,0,1,59,7.25,S
3,0,1,19,8.16,S
3,1,0,17,16.1,S
3,0,1,44,16.1,S
3,0,1,17,8.66,S
3,0,1,22,7.22,C
3,1,1,45,8.05,S
3,0,0,22,10.52,S
3,0,1,19,10.17,S
3,1,0,30,6.95,Q
3,1,1,29,7.75,Q
3,0,1,0,14.4,S
3,0,1,34,14.4,S
3,0,0,28,14.4,S
3,0,1,27,7.9,S
3,0,1,25,7.9,S
3,0,1,24,24.15,S
3,0,1,22,8.05,S
3,0,1,21,24.15,S
3,0,1,17,8.05,S
3,0,1,30,16.1,S
3,1,0,30,16.1,S
3,1,1,36,17.4,S
3,1,0,36,17.4,S
3,1,1,30,9.5,S
3,0,1,16,9.5,S
3,1,1,1,20.58,S
3,1,0,0,20.58,S
3,0,1,26,20.58,S
3,1,0,33,20.58,S
3,0,1,25,7.9,S
3,0,1,30,7.9,S
3,0,1,30,7.9,S
3,0,1,22,7.25,S
3,0,1,36,7.25,S
3,1,0,19,7.88,Q
3,0,1,17,7.9,S
3,0,1,42,8.66,S
3,0,1,43,7.9,S
3,0,1,30,7.23,C
3,0,1,32,7.75,Q
3,1,1,19,8.05,S
3,1,0,30,12.48,S
3,0,0,24,7.75,Q
3,1,0,23,8.05,S
3,0,1,33,7.9,C
3,0,1,65,7.75,Q
3,1,1,24,7.55,S
3,0,1,23,13.9,S
3,1,0,22,13.9,S
3,0,1,18,7.78,S
3,0,1,16,7.78,S
3,0,1,45,6.98,S
3,0,1,30,7.22,C
3,0,1,39,7.23,C
3,0,1,17,7.23,C
3,0,1,15,7.23,C
3,0,1,47,7.25,S
3,1,0,5,12.48,S
3,0,1,30,7.22,C
3,0,1,40,15.1,S
3,0,1,40,7.75,Q
3,1,1,30,7.05,S
3,0,1,18,7.8,S
3,0,0,30,7.75,Q
3,0,1,30,7.75,Q
3,0,1,30,6.95,Q
3,0,1,26,7.88,Q
3,0,1,30,7.75,Q
3,1,1,30,56.5,S
3,0,0,21,34.38,S
3,0,0,9,34.38,S
3,0,1,30,8.05,S
3,0,1,18,34.38,S
3,0,1,16,34.38,S
3,0,0,48,34.38,S
3,0,1,30,7.75,Q
3,0,1,30,7.25,S
3,0,1,25,7.74,Q
3,0,1,30,14.5,S
3,0,1,30,7.9,C
3,0,1,22,8.05,S
3,1,0,16,7.73,Q
3,1,0,30,7.75,Q
3,1,1,9,20.52,S
3,0,1,33,20.52,S
3,0,1,41,7.85,S
3,1,0,31,20.52,S
3,0,1,38,7.05,S
3,0,1,9,46.9,S
3,0,1,1,46.9,S
3,0,1,11,46.9,S
3,0,0,10,46.9,S
3,0,0,16,46.9,S
3,0,1,14,46.9,S
3,0,1,40,46.9,S
3,0,0,43,46.9,S
3,0,1,51,8.05,S
3,0,1,32,8.36,S
3,0,1,30,8.05,S
3,0,1,20,9.85,S
3,0,1,37,7.92,S
3,0,1,28,7.92,S
3,0,1,19,7.78,S
3,0,0,24,8.85,S
3,0,0,17,7.73,Q
3,0,1,30,19.97,S
3,0,1,30,19.97,S
3,0,1,28,15.85,S
3,1,0,24,15.85,S
3,0,1,20,9.5,S
3,0,1,24,7.23,C
3,0,1,41,14.11,S
3,0,1,26,7.85,S
3,0,1,21,7.85,S
3,1,0,45,14.11,S
3,0,0,30,7.55,S
3,0,1,25,7.25,S
3,0,1,30,6.86,Q
3,0,1,11,18.79,C
3,1,0,30,7.75,Q
3,1,1,27,6.98,S
3,1,1,30,56.5,S
3,0,0,18,6.75,Q
3,1,0,26,7.92,S
3,0,0,23,7.92,S
3,1,0,22,8.96,S
3,0,1,28,7.9,S
3,0,0,28,7.78,S
3,0,0,30,7.75,Q
3,1,0,2,12.29,S
3,1,0,22,12.29,S
3,0,1,43,6.45,S
3,0,1,28,22.52,S
3,1,0,27,7.92,S
3,0,1,30,7.75,Q
3,1,0,30,8.05,S
3,0,1,42,7.65,S
3,1,1,30,7.89,S
3,0,1,30,7.23,C
3,0,1,30,7.9,S
3,0,0,27,7.92,S
3,0,0,25,7.92,S
3,0,1,30,7.9,S
3,1,1,29,7.9,C
3,1,1,21,7.8,S
3,0,1,30,7.05,S
3,0,1,20,7.85,S
3,0,1,48,7.85,S
3,0,1,17,7.05,S
3,1,0,30,7.75,Q
3,1,1,30,8.11,S
3,0,1,34,6.5,S
3,1,1,26,7.78,S
3,0,1,22,7.8,S
3,0,1,33,8.65,S
3,0,1,31,7.78,S
3,0,1,29,7.85,S
3,1,1,4,11.13,S
3,1,0,1,11.13,S
3,0,1,49,0.0,S
3,0,1,33,7.78,S
3,0,1,19,0.0,S
3,1,0,27,11.13,S
3,0,1,30,23.45,S
3,0,0,30,23.45,S
3,0,1,30,23.45,S
3,0,0,30,23.45,S
3,0,1,23,7.9,S
3,1,1,32,7.85,S
3,0,1,27,7.85,S
3,0,0,20,9.82,S
3,0,0,21,9.82,S
3,1,1,32,7.92,S
3,0,1,17,7.12,S
3,0,1,21,8.43,S
3,0,1,30,7.9,S
3,1,1,21,7.8,S
3,0,1,33,7.85,S
3,0,1,22,7.52,S
3,1,0,4,13.42,C
3,1,1,39,13.42,C
3,0,1,30,7.23,C
3,0,1,18,7.23,C
3,0,1,30,7.75,Q
3,0,1,30,7.25,S
3,1,0,30,7.75,Q
3,1,0,30,7.75,Q
3,0,1,34,7.83,Q
3,0,1,44,8.05,S
3,1,1,30,7.75,Q
3,0,1,30,14.45,C
3,0,0,30,14.45,C
3,0,1,30,7.75,Q
3,0,1,30,7.75,Q
3,0,1,30,7.74,Q
3,0,0,22,8.66,S
3,0,1,26,8.66,S
3,1,0,4,22.02,S
3,1,1,29,22.02,S
3,1,0,26,22.02,S
3,0,0,1,12.18,S
3,0,1,18,7.85,S
3,0,0,36,12.18,S
3,0,1,30,7.9,C
3,1,1,25,7.23,C
3,0,1,30,7.22,C
3,0,0,37,9.59,S
3,0,1,30,7.9,S
3,1,1,30,56.5,S
3,0,1,30,56.5,S
3,1,0,22,7.25,S
3,0,1,30,7.75,Q
3,1,1,26,56.5,S
3,0,1,29,9.48,S
3,0,1,29,7.78,S
3,0,1,22,7.78,S
3,1,1,22,7.22,C
3,0,1,30,25.47,S
3,0,0,30,25.47,S
3,0,0,30,25.47,S
3,0,0,30,25.47,S
3,0,0,30,25.47,S
3,0,1,32,7.92,S
3,0,1,34,6.44,C
3,0,0,30,15.5,Q
3,0,1,30,15.5,Q
3,0,1,36,0.0,S
3,0,1,39,24.15,S
3,0,1,24,9.5,S
3,0,0,25,7.78,S
3,0,0,45,7.75,S
3,0,1,36,15.55,S
3,0,0,30,15.55,S
3,1,1,20,7.92,S
3,0,1,30,7.88,Q
3,0,1,28,56.5,S
3,0,1,30,7.55,S
3,0,1,30,16.1,S
3,0,0,26,16.1,S
3,0,1,30,7.88,S
3,0,1,20,7.25,S
3,1,1,27,8.66,S
3,0,1,51,7.05,S
3,1,0,23,7.85,S
3,1,1,32,7.58,S
3,0,1,30,7.9,S
3,0,1,30,7.55,S
3,1,0,30,7.75,Q
3,1,1,24,7.14,S
3,0,1,22,7.12,S
3,0,0,30,7.88,Q
3,0,1,30,7.75,Q
3,0,1,30,8.05,S
3,0,1,29,7.92,S
3,1,1,30,7.23,C
3,0,0,30,7.75,Q
3,1,0,30,7.74,Q
3,0,1,30,7.23,C
3,0,1,35,7.9,C
3,0,1,33,7.9,S
3,1,0,30,7.22,C
3,0,1,30,7.9,C
3,1,0,30,7.75,Q
3,1,1,30,7.75,Q
3,1,0,30,23.25,Q
3,1,0,30,23.25,Q
3,1,1,30,23.25,Q
3,1,0,30,7.79,Q
3,0,1,30,15.5,Q
3,1,0,30,7.88,Q
3,1,0,15,8.03,Q
3,0,0,35,7.75,Q
3,0,1,30,7.75,Q
3,0,1,24,16.1,S
3,0,0,19,16.1,S
3,0,0,30,7.75,Q
3,0,0,30,8.05,S
3,0,0,30,8.05,S
3,0,1,56,8.05,S
3,0,1,30,7.75,Q
3,1,1,21,7.78,S
3,0,1,30,8.05,S
3,0,1,24,7.9,S
3,0,1,21,7.9,S
3,0,1,28,7.9,S
3,0,1,30,7.9,S
3,1,0,30,7.88,Q
3,0,1,25,7.65,S
3,1,1,6,12.48,S
3,1,0,27,12.48,S
3,0,1,30,8.05,S
3,1,0,30,24.15,Q
3,0,1,30,24.15,Q
3,0,1,30,8.46,Q
3,0,1,34,8.05,S
3,0,1,30,7.75,Q
3,1,1,30,7.78,S
3,1,1,30,15.25,C
3,1,1,30,15.25,C
3,1,0,30,15.25,C
3,1,0,30,7.23,C
3,0,1,30,8.05,S
3,1,0,30,7.73,Q
3,1,0,24,7.75,Q
3,0,1,30,8.05,S
3,1,0,30,15.5,Q
3,1,0,30,15.5,Q
3,1,0,30,15.5,Q
3,0,1,18,7.75,S
3,0,1,22,7.9,S
3,1,0,15,7.22,C
3,1,0,1,15.74,C
3,1,1,20,15.74,C
3,1,0,19,15.74,C
3,0,1,33,8.05,S
3,0,1,30,7.9,S
3,0,1,30,7.23,C
3,0,0,30,7.75,Q
3,0,1,30,7.9,S
3,1,1,12,11.24,C
3,1,0,14,11.24,C
3,0,0,29,7.92,S
3,0,1,28,8.05,S
3,1,0,18,7.78,S
3,1,0,26,7.85,S
3,0,1,21,7.85,S
3,0,1,41,7.12,S
3,1,1,39,7.92,S
3,0,1,21,7.8,S
3,0,1,28,7.23,C
3,1,0,22,7.75,S
3,0,1,61,6.24,S
3,0,1,30,15.5,Q
3,0,1,30,7.83,Q
3,1,0,30,15.5,Q
3,0,1,30,7.73,Q
3,0,1,30,7.75,Q
3,0,1,30,7.75,Q
3,0,1,23,9.22,S
3,0,0,30,7.75,Q
3,1,0,30,7.75,Q
3,1,0,30,7.88,Q
3,1,0,22,7.78,S
3,1,1,30,7.75,Q
3,1,0,30,7.83,Q
3,1,1,9,3.17,S
3,0,1,28,22.52,S
3,0,1,42,8.4,S
3,0,1,30,7.31,S
3,0,0,31,7.85,S
3,0,1,28,7.85,S
3,1,1,32,7.78,S
3,0,1,20,9.22,S
3,0,0,23,8.66,S
3,0,0,20,8.66,S
3,0,1,20,8.66,S
3,0,1,16,9.22,S
3,1,0,31,8.68,S
3,0,0,30,7.63,Q
3,0,1,2,21.08,S
3,0,1,6,21.08,S
3,0,0,3,21.08,S
3,0,0,8,21.08,S
3,0,0,29,21.08,S
3,0,1,1,39.69,S
3,0,1,7,39.69,S
3,0,1,2,39.69,S
3,0,1,16,39.69,S
3,0,1,14,39.69,S
3,0,0,41,39.69,S
3,0,1,21,8.66,S
3,0,1,19,14.5,S
3,0,1,30,8.71,C
3,0,1,32,7.9,S
3,0,1,1,13.78,S
3,0,0,3,13.78,S
3,0,0,26,13.78,S
3,0,1,30,7.0,S
3,0,1,30,7.78,S
3,0,1,30,8.05,S
3,0,1,21,7.92,S
3,0,1,25,7.92,S
3,0,1,22,7.25,S
3,1,1,25,7.78,S
3,1,1,30,22.36,C
3,1,0,30,22.36,C
3,1,0,30,22.36,C
3,0,0,30,8.14,Q
3,0,1,24,8.05,S
3,0,0,28,7.9,S
3,0,1,19,7.9,S
3,0,1,30,7.9,S
3,0,1,25,7.78,S
3,0,0,18,7.78,S
3,1,1,32,8.05,S
3,0,1,30,7.9,S
3,0,1,17,8.66,S
3,0,1,24,8.66,S
3,0,1,30,7.9,S
3,0,0,30,8.11,S
3,0,1,30,7.23,C
3,0,1,30,7.25,S
3,0,1,38,7.9,S
3,0,1,21,8.05,S
3,0,1,10,29.12,Q
3,0,1,4,29.12,Q
3,0,1,7,29.12,Q
3,0,1,2,29.12,Q
3,0,1,8,29.12,Q
3,0,0,39,29.12,Q
3,0,0,22,39.69,S
3,0,1,35,7.12,S
3,1,0,30,7.72,Q
3,0,1,30,14.5,S
3,0,0,30,14.5,S
3,0,1,50,14.5,S
3,0,0,47,14.5,S
3,0,1,30,8.05,S
3,0,1,30,7.78,S
3,0,0,2,20.21,S
3,0,1,18,20.21,S
3,0,0,41,20.21,S
3,1,0,30,8.05,S
3,0,1,50,8.05,S
3,0,1,16,8.05,S
3,1,1,30,7.75,Q
3,0,1,30,24.15,Q
3,0,1,30,7.23,C
3,0,1,25,7.22,C
3,0,1,30,7.22,C
3,0,1,30,7.73,Q
3,0,1,30,7.58,S
3,0,1,38,7.25,S
3,0,1,30,69.55,S
3,0,1,14,69.55,S
3,0,0,30,69.55,S
3,0,0,30,69.55,S
3,0,0,30,69.55,S
3,0,0,30,69.55,S
3,0,1,30,69.55,S
3,0,1,30,69.55,S
3,0,1,30,69.55,S
3,0,1,30,69.55,S
3,0,0,30,69.55,S
3,0,1,24,9.32,S
3,1,0,21,7.65,S
3,0,1,39,7.92,S
3,0,1,30,21.68,C
3,0,1,30,21.68,C
3,0,1,30,21.68,C
3,1,0,1,16.7,S
3,1,0,24,16.7,S
3,1,0,4,16.7,S
3,1,1,25,9.5,S
3,0,1,20,8.05,S
3,0,1,24,8.05,S
3,0,1,30,7.72,Q
3,0,1,30,7.9,S
3,0,1,30,7.75,Q
3,1,1,29,9.5,S
3,0,1,30,15.1,S
3,1,0,30,7.78,Q
3,0,1,30,8.05,S
3,0,1,30,8.05,S
3,0,1,22,7.23,C
3,0,1,30,8.05,S
3,0,1,40,7.9,S
3,0,1,21,7.92,S
3,1,0,18,7.5,S
3,0,1,4,27.9,S
3,0,1,10,27.9,S
3,0,0,9,27.9,S
3,0,0,2,27.9,S
3,0,1,40,27.9,S
3,0,0,45,27.9,S
3,0,1,30,7.9,S
3,0,1,30,8.05,S
3,0,1,30,8.66,S
3,0,1,30,7.75,Q
3,1,0,30,7.73,Q
3,0,1,19,7.65,S
3,0,1,30,8.05,S
3,0,1,30,8.05,S
3,0,1,32,8.05,S
3,0,1,30,7.9,S
3,0,1,33,8.66,C
3,1,0,23,7.55,S
3,0,1,21,8.05,S
3,0,1,60,33.3,S
3,0,1,19,7.9,S
3,0,0,22,9.84,S
3,1,1,31,7.92,S
3,0,1,27,8.66,S
3,0,0,2,10.46,S
3,0,0,29,10.46,S
3,1,1,16,8.05,S
3,1,1,44,7.92,S
3,0,1,25,7.05,S
3,0,1,74,7.78,S
3,1,1,14,9.22,S
3,0,1,24,7.8,S
3,1,1,25,7.8,S
3,0,1,34,8.05,S
3,1,1,0,8.52,C
3,0,1,30,6.44,C
3,0,1,30,6.44,C
3,0,1,30,7.22,C
3,1,0,16,8.52,C
3,0,1,30,8.05,S
3,0,1,30,16.1,S
3,1,0,30,16.1,S
3,0,1,32,7.92,S
3,0,1,30,7.75,Q
3,0,1,30,7.9,S
3,0,1,30,8.05,S
3,0,1,44,8.05,S
3,0,1,30,7.23,C
3,1,1,25,0.0,S
3,0,1,30,7.23,C
3,1,1,7,15.25,C
3,1,0,9,15.25,C
3,1,0,29,15.25,C
3,0,1,36,7.9,S
3,1,0,18,9.84,S
3,1,0,63,9.59,S
3,0,1,30,14.5,S
3,0,1,12,14.5,S
3,0,1,40,14.5,S
3,0,0,10,24.15,S
3,0,1,36,24.15,S
3,0,0,30,24.15,S
3,0,1,30,9.5,S
3,0,1,33,9.5,S
3,0,1,28,9.5,S
3,0,1,28,9.5,S
3,0,1,47,9.0,S
3,0,0,18,18.0,S
3,0,1,31,18.0,S
3,0,1,16,18.0,S
3,0,0,31,18.0,S
3,1,1,22,7.22,C
3,0,1,20,7.85,S
3,0,0,14,7.85,S
3,0,1,22,7.9,S
3,0,1,22,9.0,S
3,0,1,30,8.05,S
3,0,1,30,7.55,S
3,0,1,30,8.05,S
3,0,1,32,9.5,S
3,1,0,38,7.23,C
3,0,1,51,7.75,S
3,0,1,18,6.5,S
3,0,1,21,6.5,S
3,1,0,47,7.0,S
3,0,1,30,8.71,S
3,0,1,30,7.55,S
3,0,1,30,8.05,S
3,0,1,28,16.1,S
3,0,1,21,7.25,S
3,0,1,27,8.66,S
3,0,1,30,7.25,S
3,0,1,36,9.5,S
3,0,1,27,14.45,C
3,1,0,15,14.45,C
3,0,1,46,7.22,C
3,0,1,30,7.22,C
3,0,1,30,14.46,C
3,0,0,14,14.45,C
3,0,0,30,14.45,C
3,0,1,26,7.22,C
3,0,1,27,7.22,C
3,0,1,29,7.88,S
